Jordanalmondsloquat	09174
dish	21281
	43142
	02055
	11432
	11430
	11431
	11850
	11221
	11220
	21278
	21291
	21290
	18945
	18947
	11785
	11429
	21140
	21495
	11637
	11676
barbecue	19408
	19804
	05312
	05313
	19401
	06307
	06150
	19004
	27055
	27057
	27056
	27058
	43112
	19042
	22972
	05320
	07001
appetiteguava	18959
	09143
	09140
	09435
	14613
	03160
	09139
	09325
chili	11819
	06398
	22911
	36037
	21119
	36019
	21134
	02076
	06972
	11329
	21073
	21072
	16510
	16059
	11820
	06437
	43112
	22969
	06426
	11980
	06454
	06026
	22904
	02009
	06961
	06962
	16597
	21084
	11670
	21068
	21067
	21065
	21062
	21042
preservesgrape	09444
	14142
	09111
	09113
	09512
	44074
	09121
	09120
	09123
	09125
	09124
	09126
	09129
	09128
	09217
	14241
	11975
	11974
	19873
	09404
	09101
	09100
	09432
	09431
	14282
	04517
	09099
	09098
	09097
	09096
	14334
	09132
	09133
	09130
	09131
	09134
	09135
	14277
	09118
	09112
	09114
	09443
	09117
	03265
	09119
	09116
	14030
	28176
	08038
	08039
caramelapplecurdsdressing	42158
	42153
	42157
	43331
	42171
	04367
	04133
	04135
	42193
	42192
	04114
	43598
	04706
	04704
	04705
	04703
	43215
	43020
	43021
	04686
	04689
	04688
	21053
	21052
	21057
	21056
	21055
	21054
	04641
	04640
	04025
	04029
	04028
	01058
	43329
	42140
	04144
	04145
	04146
	04141
	04142
	04143
	04120
	04023
	04022
	04021
	04020
	21347
	21349
	04539
	21346
	43017
	43016
	43015
	43019
	42230
	04018
	04013
	04011
	04016
	04017
	04014
	04015
	04639
	04027
	04026
	42116
	04636
	04635
	04638
	42137
melon	09185
	09184
	09183
	09181
	11594
	11593
	09451
	35132
	12174
	11895
	09326
icing	04664
	28293
	28291
	28297
	28294
	18635
ladlesage	07967
	07966
	06319
	42173
	27008
	07965
	42190
	21498
	21361
	21362
	21497
	21496
	06399
	21484
	21482
	21483
	21358
	21359
	07901
	07900
	07091
	07090
	16603
	18603
	02038
	07078
	07075
	07074
	07077
	07076
	07059
	07237
	07236
	07235
	07238
	16587
	16589
	21340
	07036
	16565
	06226
	07014
	07907
	16546
	06245
	07927
	07929
	07928
	42241
	42262
	07089
	07088
	07268
	21410
	21329
	21328
	21306
	13357
	21149
	21493
	21495
	21494
	07066
	07064
	07065
	07063
	22122
	07083
	07208
	07207
	21383
	21384
	21364
	21014
	07232
	07041
	07956
	07225
	07958
	16107
	16593
	16594
	07004
	07005
	07918
	07919
	07916
	07917
	07914
	07915
	21305
	07957
	07954
	07955
	07953
	16532
	16531
	21022
	21020
	21009
	21005
brownie	08667
	18632
	18614
	28298
	18152
	18151
	18154
	18196
	28117
	21027
fat	12011
	42155
	42157
	16231
	16230
	12033
	12032
	12034
	42179
	04367
	01256
	01061
	42193
	42192
	08220
	06359
	43379
	08587
	01174
	43352
	16428
	16429
	16426
	16427
	19860
	04706
	04705
	19445
	19444
	01154
	01155
	01151
	01152
	19423
	07900
	22915
	43275
	43274
	01117
	01119
	07077
	07076
	16127
	01265
	08277
	07943
	01097
	01091
	01093
	01092
	18396
	07037
	18024
	16115
	16116
	16117
	16118
	16119
	42205
	01079
	01078
	43572
	16172
	16099
	06243
	01190
	07925
	10004
	01015
	01014
	01016
	16502
	18278
	18273
	01222
	01220
	01221
	28302
	16229
	42129
	42120
	08189
	01203
	16514
	16515
	12008
	12007
	01058
	18940
	01266
	18369
	12041
	12022
	01077
	07932
	42304
	42303
	42161
	01244
	21463
	43589
	16415
	16417
	16416
	16419
	42188
	42185
	01168
	16432
	16418
	18497
	18494
	12170
	01121
	01120
	01122
	18505
	18507
	18506
	21343
	42290
	21348
	19433
	19436
	19434
	19435
	19439
	28296
	28297
	08284
	01104
	18282
	18459
	18451
	18457
	18931
	43261
	16126
	16100
	01086
	01087
	01084
	01085
	01082
	01083
	01080
	01081
	01088
	42280
	19833
	28304
	06230
	01187
	01184
	42235
	19859
	06256
	04014
	07933
	18071
	18073
	43396
	42119
	01235
	01231
	25001
	04631
	04636
	04635
	04638
	42131
	42135
	18269
	01211
	01217
	01216
	01219
	01218
spoon	08500
	08148
	08673
	43393
	08191
lunchmeatcook	35235
	16079
	16070
	18188
	17259
	17251
	17252
	17253
	17255
	17257
	05735
	05737
	05733
	13055
	23058
	23509
	23054
	23056
	23503
	23050
	23052
	16379
	07967
	07966
	07964
	23125
	07969
	23654
	23120
	11288
	11281
	11283
	16068
	11019
	11757
	11756
	11755
	11754
	11753
	11752
	11751
	13285
	05038
	05037
	05036
	05035
	05033
	05032
	05031
	05030
	05692
	05690
	05697
	05695
	11110
	11113
	11115
	11117
	13840
	13843
	13842
	13845
	13846
	13849
	13848
	11762
	05182
	35211
	11569
	23260
	11563
	11565
	23268
	11567
	05675
	05200
	11488
	05002
	05003
	11483
	05007
	18544
	18541
	18540
	13070
	10186
	10181
	10180
	10189
	10188
	23071
	23070
	23077
	23076
	23075
	15116
	15111
	15113
	09006
	13985
	13980
	13981
	13982
	23381
	23380
	23383
	23382
	23389
	16002
	17359
	17354
